EmployeeID,Employee_Name,Gender,BusinessTravel,Department,DistanceFromHome KM,State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age,Age_Group,Full_State_Name,Salary,Salary_Bin,EducationLevel
60E6-B1D9,Merill Agg,Male,Some Travel,Technology,7,CA,Black or African American,3,Information Systems,Data Scientist,Married,0,FALSE,30/12/2022,FALSE,0,0,0,0,21,18-24,California,46521,Under 50k,Bachelors 
08E4-D3D5,Olvan Coatham,Male,Some Travel,Technology,25,NY,White,4,Computer Science,Data Scientist,Single,0,FALSE,11/12/2019,TRUE,1,1,1,1,21,18-24,New York,34634,Under 50k,Masters 
B6B9-E5BE,Land Brigge,Male,No Travel ,Technology,20,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,27/02/2022,FALSE,0,0,0,0,21,18-24,California,21454,Under 50k,Bachelors 
91C3-F892,Daryl Whittlesea,Male,Some Travel,Technology,24,CA,White,2,Information Systems,Data Scientist,Married,2,FALSE,24/02/2022,FALSE,0,0,0,0,21,18-24,California,34024,Under 50k,High School 
A89C-9A1E,Seline Hanlin,Female,Some Travel,Technology,30,CA,White,3,Business Studies,Data Scientist,Divorced,1,FALSE,12/12/2020,FALSE,2,2,2,1,21,18-24,California,56422,Unknown,Bachelors 
531D-788E,Durand Boord,Male,Frequent Traveller,Technology,16,CA,White,2,Computer Science,Data Scientist,Single,0,FALSE,13/04/2022,TRUE,0,0,0,0,21,18-24,California,42569,Under 50k,High School 
C95B-FE97,Ira Rivelon,Male,Some Travel,Technology,40,CA,White,3,Business Studies,Data Scientist,Married,1,FALSE,27/06/2019,FALSE,3,3,3,3,21,18-24,California,58274,Unknown,Bachelors 
3412-9077,Grenville Freckleton,Male,Some Travel,Technology,43,NY,White,4,Computer Science,Data Scientist,Married,1,FALSE,21/07/2021,FALSE,1,0,0,0,21,18-24,New York,38749,Under 50k,Masters 
EFA2-B2D0,Liz Durnford,Female,Some Travel,Technology,2,CA,White,2,Other,Data Scientist,Single,0,FALSE,25/08/2019,FALSE,3,0,1,1,21,18-24,California,31254,Under 50k,High School 
2637-BDCD,Davin Nutley,Male,Some Travel,Technology,35,IL,Black or African American,3,Computer Science,Data Scientist,Divorced,1,FALSE,15/06/2019,FALSE,3,1,3,0,21,18-24,Illinois,51682,Unknown,Bachelors 
4236-4F51,Nico Playden,Male,No Travel ,Technology,42,CA,White,3,Computer Science,Data Scientist,Married,3,FALSE,5/03/2019,FALSE,3,1,3,0,21,18-24,California,57118,Unknown,Bachelors 
1268-3038,Christen Hawtry,Female,Some Travel,Technology,22,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,24/08/2022,FALSE,0,0,0,0,21,18-24,California,32456,Under 50k,Bachelors 
5DBA-93C9,Allys Bourdice,Prefer Not To Say,Some Travel,Technology,26,CA,White,4,Computer Science,Data Scientist,Married,1,FALSE,11/05/2022,FALSE,0,0,0,0,21,18-24,California,21202,Under 50k,Masters 
EAB1-2EB2,Giacinta Keasey,Female,Some Travel,Technology,8,CA,American Indian or Alaska Native,3,Business Studies,Data Scientist,Single,0,FALSE,24/05/2019,TRUE,0,0,0,0,21,18-24,California,36534,Under 50k,Bachelors 
D6BA-10A1,Leandra Keepin,Non-Binary,Some Travel,Technology,37,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,10/06/2021,FALSE,1,0,1,1,21,18-24,California,43030,Under 50k,Bachelors 
FA48-B743,Jorie Ockland,Non-Binary,Frequent Traveller,Technology,29,IL,Asian or Asian American,3,Computer Science,Data Scientist,Divorced,1,FALSE,3/01/2019,FALSE,3,3,3,0,21,18-24,Illinois,64887,Unknown,Bachelors 
A53B-DF3C,Sadye Wiggin,Female,Some Travel,Technology,2,NY,White,4,Computer Science,Data Scientist,Married,1,TRUE,8/01/2018,FALSE,4,1,2,2,22,18-24,New York,39732,Under 50k,Masters 
AD1C-2AC5,Phylys Twede,Female,No Travel ,Technology,6,CA,White,2,Information Systems,Data Scientist,Divorced,3,FALSE,11/09/2018,FALSE,4,4,4,4,22,18-24,California,38169,Under 50k,High School 
37EE-004B,Dyan Boud,Female,Some Travel,Technology,29,CA,White,3,Information Systems,Data Scientist,Divorced,1,FALSE,9/01/2019,TRUE,3,1,1,2,22,18-24,California,28790,Under 50k,Bachelors 
E927-46D7,Shandeigh Lindores,Female,Some Travel,Technology,14,CA,White,2,Computer Science,Data Scientist,Married,1,FALSE,9/09/2019,FALSE,3,2,2,3,22,18-24,California,28989,Under 50k,High School 
7AA0-5766,Devin Bernhardsson,Female,Frequent Traveller,Technology,28,CA,White,4,Computer Science,Data Scientist,Married,1,FALSE,28/12/2021,TRUE,0,0,0,0,22,18-24,California,63571,Unknown,Masters 
1368-8327,Nataniel Garrattley,Non-Binary,Some Travel,Technology,16,NY,White,1,Computer Science,Data Scientist,Married,2,TRUE,25/01/2021,FALSE,1,0,1,0,22,18-24,New York,78467,Unknown,No Formal Qualifications
4188-C61D,Fanny Yoell,Female,No Travel ,Technology,27,CA,White,1,Information Systems,Data Scientist,Single,0,FALSE,8/03/2018,TRUE,0,0,0,0,22,18-24,California,23039,Under 50k,No Formal Qualifications
1147-7E2F,Timotheus Antowski,Male,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Single,0,FALSE,15/07/2018,TRUE,3,0,1,2,22,18-24,California,37021,Under 50k,Bachelors 
D8B3-30D2,Madeleine Hazelby,Female,Some Travel,Technology,40,CA,White,1,Business Studies,Data Scientist,Married,1,TRUE,24/12/2019,TRUE,2,0,1,0,22,18-24,California,53080,Unknown,No Formal Qualifications
DDAC-D5FD,Ricoriki Swiers,Male,Frequent Traveller,Technology,4,CA,White,3,Information Systems,Data Scientist,Married,1,FALSE,18/06/2021,TRUE,0,0,0,0,22,18-24,California,21854,Under 50k,Bachelors 
DCA7-D382,Tynan Penhall,Male,Some Travel,Technology,8,NY,White,1,Information Systems,Data Scientist,Divorced,3,FALSE,6/08/2018,FALSE,4,4,4,2,22,18-24,New York,54371,Unknown,No Formal Qualifications
24FA-A637,Giordano Baum,Non-Binary,Some Travel,Technology,10,NY,Asian or Asian American,4,Computer Science,Data Scientist,Married,1,FALSE,1/08/2019,FALSE,3,1,1,1,22,18-24,New York,28953,Under 50k,Masters 
BAE6-B5DE,Pammi Biernat,Female,Some Travel,Technology,21,NY,White,3,Other,Data Scientist,Single,0,FALSE,8/11/2020,FALSE,2,1,2,2,22,18-24,New York,33354,Under 50k,Bachelors 
6C42-A719,Bird Libbey,Female,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,0,TRUE,11/03/2020,TRUE,0,0,0,0,22,18-24,New York,30442,Under 50k,Bachelors 
D6F0-006B,Mathilde Spieck,Female,Some Travel,Technology,38,IL,White,4,Computer Science,Data Scientist,Married,1,TRUE,19/07/2021,FALSE,1,0,0,0,22,18-24,Illinois,31161,Under 50k,Masters 
817D-28CE,Bert Otton,Female,Frequent Traveller,Technology,30,NY,White,3,Computer Science,Data Scientist,Divorced,1,TRUE,29/07/2020,TRUE,0,0,0,0,22,18-24,New York,40614,Under 50k,Bachelors 
FB6A-3F11,Ophelia Cosby,Female,Frequent Traveller,Technology,21,CA,Mixed or multiple ethnic groups,1,Information Systems,Data Scientist,Married,0,FALSE,29/04/2018,FALSE,4,2,4,3,22,18-24,California,34193,Under 50k,No Formal Qualifications
2DD1-FD7F,Godart Burgwin,Male,Some Travel,Technology,3,CA,Other ,3,Computer Science,Data Scientist,Single,0,TRUE,18/07/2018,TRUE,1,0,0,0,22,18-24,California,34753,Under 50k,Bachelors 
DB54-E47D,Violet Pearsall,Female,Frequent Traveller,Technology,29,CA,Mixed or multiple ethnic groups,2,Computer Science,Data Scientist,Single,0,FALSE,8/12/2018,FALSE,4,2,3,1,22,18-24,California,45850,Under 50k,High School 
FE0F-498F,Jerrie Juares,Female,Some Travel,Technology,36,CA,White,3,Other,Data Scientist,Divorced,2,FALSE,23/05/2018,FALSE,4,2,4,1,22,18-24,California,57686,Unknown,Bachelors 
8EF9-CECD,Mendy Hounsom,Male,Some Travel,Technology,35,IL,White,3,Computer Science,Data Scientist,Single,0,FALSE,28/08/2019,FALSE,3,3,3,1,23,18-24,Illinois,28704,Under 50k,Bachelors 
D962-9E69,Esteban Guiraud,Male,Some Travel,Technology,33,CA,White,1,Computer Science,Data Scientist,Divorced,1,FALSE,27/04/2020,FALSE,2,0,1,2,23,18-24,California,29490,Under 50k,No Formal Qualifications
097B-A688,Hillard Hulson,Male,Some Travel,Technology,33,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Married,1,TRUE,4/04/2017,FALSE,5,4,4,0,23,18-24,New York,26198,Under 50k,High School 
DE7D-7757,Linea Clifft,Female,Some Travel,Technology,25,CA,Asian or Asian American,2,Other,Data Scientist,Divorced,1,FALSE,13/08/2019,FALSE,3,1,3,2,23,18-24,California,25425,Under 50k,High School 
AE51-5502,Randy Luxford,Male,Some Travel,Technology,19,NY,American Indian or Alaska Native,4,Business Studies,Data Scientist,Married,1,FALSE,8/02/2017,FALSE,5,4,4,3,23,18-24,New York,25986,Under 50k,Masters 
3E3B-681D,Franz Brighouse,Male,Some Travel,Technology,30,CA,White,2,Information Systems,Data Scientist,Single,0,FALSE,25/04/2019,FALSE,3,2,2,3,23,18-24,California,24518,Under 50k,High School 
9DB8-F763,Marlin Upcraft,Male,Some Travel,Technology,37,CA,White,4,Information Systems,Data Scientist,Married,3,FALSE,17/01/2020,FALSE,2,0,1,0,23,18-24,California,26406,Under 50k,Masters 
C579-11D1,Benjie Grosvenor,Male,Some Travel,Technology,11,CA,White,4,Information Systems,Data Scientist,Married,1,FALSE,4/09/2020,FALSE,2,2,2,2,23,18-24,California,22488,Under 50k,Masters 
B1BC-0011,Rea Legister,Female,Some Travel,Technology,37,NY,White,2,Business Studies,Data Scientist,Divorced,3,FALSE,1/01/2018,FALSE,4,3,3,1,23,18-24,New York,36098,Under 50k,High School 
8291-DE04,Ring Miles,Non-Binary,Frequent Traveller,Technology,26,CA,White,2,Information Systems,Data Scientist,Single,0,FALSE,22/03/2019,FALSE,3,0,3,0,23,18-24,California,31342,Under 50k,High School 
61F3-DE78,Dehlia Fullerton,Female,Some Travel,Technology,40,CA,White,3,Computer Science,Data Scientist,Single,0,FALSE,24/08/2020,FALSE,2,2,2,0,23,18-24,California,23632,Under 50k,Bachelors 
45BA-6683,Hort Rawstron,Male,Some Travel,Technology,1,IL,Black or African American,1,Other,Data Scientist,Divorced,1,TRUE,29/08/2017,FALSE,5,2,4,5,23,18-24,Illinois,47648,Under 50k,No Formal Qualifications
F72A-48DD,Ryley Piche,Non-Binary,Some Travel,Technology,7,CA,White,1,Information Systems,Data Scientist,Single,0,FALSE,11/03/2019,FALSE,3,2,3,3,23,18-24,California,27360,Under 50k,No Formal Qualifications
A859-9A84,Guthrie Blunt,Male,Some Travel,Technology,26,NY,White,2,Computer Science,Data Scientist,Divorced,1,FALSE,12/09/2019,FALSE,3,1,2,0,23,18-24,New York,31426,Under 50k,High School 
7486-A1B6,Ripley Woodvine,Male,Some Travel,Technology,25,CA,White,2,Information Systems,Data Scientist,Married,1,FALSE,1/03/2017,FALSE,5,2,3,2,23,18-24,California,50570,Unknown,High School 
4D95-ECAD,Daffy Borlease,Female,Some Travel,Technology,32,CA,White,4,Computer Science,Data Scientist,Divorced,3,FALSE,18/12/2019,FALSE,3,0,2,0,23,18-24,California,47294,Under 50k,Masters 
2F04-931F,Carlyle Catt,Male,Some Travel,Technology,25,CA,Mixed or multiple ethnic groups,3,Business Studies,Data Scientist,Single,0,TRUE,2/10/2018,TRUE,1,0,0,0,23,18-24,California,37121,Under 50k,Bachelors 
90EB-69E4,Devan Ellice,Female,Some Travel,Technology,31,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,0,FALSE,28/12/2018,FALSE,4,3,3,1,23,18-24,California,49543,Under 50k,Bachelors 
F9BA-C7C8,Celina Pawlata,Female,Some Travel,Technology,12,NY,White,3,Computer Science,Data Scientist,Married,1,FALSE,7/02/2020,FALSE,2,0,0,0,23,18-24,New York,27347,Under 50k,Bachelors 
9C6C-E5CE,Damon Nice,Non-Binary,Frequent Traveller,Technology,15,CA,Asian or Asian American,3,Information Systems,Data Scientist,Single,0,FALSE,24/07/2017,FALSE,5,0,1,1,23,18-24,California,29890,Under 50k,Bachelors 
3B11-DF28,Helge Exley,Female,Frequent Traveller,Technology,28,CA,White,2,Computer Science,Data Scientist,Single,0,FALSE,23/08/2019,TRUE,3,0,0,1,23,18-24,California,57133,Unknown,High School 
7B96-B655,Jonah Chatwood,Male,No Travel ,Technology,18,NY,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Divorced,1,FALSE,11/08/2019,FALSE,3,0,0,1,24,18-24,New York,104807,Unknown,Bachelors 
7DA1-A202,Gene Sends,Female,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Divorced,2,FALSE,2/09/2018,FALSE,4,1,2,1,24,18-24,California,28539,Under 50k,Masters 
0F53-9877,Verina Bottrell,Female,Some Travel,Technology,5,CA,White,4,Computer Science,Data Scientist,Single,0,FALSE,16/12/2019,FALSE,3,0,0,0,24,18-24,California,100576,Unknown,Masters 
8A6B-AD5C,Ruby O'Scollain,Female,Some Travel,Technology,30,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,2/08/2016,TRUE,1,1,1,0,24,18-24,California,61883,Unknown,Bachelors 
ABC2-0036,Gerta Littlewood,Female,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,3,FALSE,31/05/2018,FALSE,4,0,2,1,24,18-24,New York,101408,Unknown,Bachelors 
05F0-6F7B,Ashlee Mc Combe,Female,Some Travel,Technology,5,NY,White,1,Information Systems,Data Scientist,Single,0,FALSE,24/12/2017,FALSE,5,1,3,0,24,18-24,New York,100818,Unknown,No Formal Qualifications
70CB-4A9B,Rivkah Hurdle,Non-Binary,Some Travel,Technology,2,CA,Black or African American,1,Information Systems,Data Scientist,Married,3,TRUE,4/03/2019,FALSE,3,0,2,1,24,18-24,California,28797,Under 50k,No Formal Qualifications
2A89-93B6,Lissy Schimek,Female,Some Travel,Technology,13,NY,White,4,Computer Science,Data Scientist,Single,0,FALSE,21/08/2018,TRUE,3,1,1,2,24,18-24,New York,30117,Under 50k,Masters 
BFAF-1ED1,Georges Hinstridge,Male,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Divorced,1,FALSE,28/07/2018,FALSE,4,3,4,2,24,18-24,California,67538,Unknown,Masters 
D529-0BC2,Katharina Nehlsen,Female,Some Travel,Technology,42,CA,White,2,Other,Data Scientist,Married,1,TRUE,6/02/2017,FALSE,5,0,5,1,24,18-24,California,38775,Under 50k,High School 
40BE-EEAF,Adriano Purselowe,Male,Frequent Traveller,Technology,45,CA,White,3,Computer Science,Data Scientist,Single,0,TRUE,28/03/2021,TRUE,1,0,0,0,24,18-24,California,85422,Unknown,Bachelors 
1A38-1D62,Maurise Shaxby,Female,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Divorced,1,TRUE,29/03/2018,FALSE,4,2,4,0,24,18-24,California,36862,Under 50k,Bachelors 
D3EB-610D,Bo Cullabine,Male,Frequent Traveller,Technology,10,NY,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Married,1,TRUE,10/10/2016,FALSE,6,2,6,6,24,18-24,New York,67447,Unknown,Masters 
FADC-21F2,Barbra Lanceter,Female,No Travel ,Technology,25,CA,White,2,Computer Science,Data Scientist,Married,1,TRUE,8/06/2019,FALSE,3,2,3,1,24,18-24,California,40342,Under 50k,High School 
A885-BF42,Donavon Hallet,Male,Some Travel,Technology,19,CA,White,2,Computer Science,Data Scientist,Single,0,FALSE,24/12/2018,FALSE,4,1,4,1,24,18-24,California,32173,Under 50k,High School 
0D1B-DEC2,Celestine Kyngdon,Non-Binary,Some Travel,Technology,23,CA,American Indian or Alaska Native,3,Computer Science,Data Scientist,Single,0,FALSE,23/04/2017,TRUE,4,4,4,4,24,18-24,California,100586,Unknown,Bachelors 
9723-FED9,Charyl Bartaletti,Female,Some Travel,Technology,4,CA,Black or African American,3,Business Studies,Data Scientist,Married,1,FALSE,16/08/2018,FALSE,4,4,4,2,24,18-24,California,41555,Under 50k,Bachelors 
F7B0-E6B2,Tarrance Reidshaw,Male,Frequent Traveller,Technology,15,IL,White,2,Computer Science,Data Scientist,Divorced,1,FALSE,17/07/2017,FALSE,5,5,5,2,24,18-24,Illinois,63078,Unknown,High School 
1E61-B76A,Wilie Northfield,Female,Some Travel,Technology,26,NY,Asian or Asian American,2,Other,Data Scientist,Single,0,FALSE,5/04/2016,FALSE,6,1,4,1,24,18-24,New York,39048,Under 50k,High School 
D24B-5AC8,Horatio Chaffen,Male,Some Travel,Technology,45,CA,Mixed or multiple ethnic groups,4,Information Systems,Data Scientist,Married,0,FALSE,14/07/2017,FALSE,5,5,5,1,24,18-24,California,38022,Under 50k,Masters 
801C-89BF,Maren Tizard,Female,Some Travel,Technology,5,NY,Asian or Asian American,2,Information Systems,Data Scientist,Divorced,1,FALSE,12/11/2016,FALSE,6,4,6,2,24,18-24,New York,46151,Under 50k,High School 
C57E-6E4F,Tremain Drakes,Male,No Travel ,Technology,35,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,0,TRUE,6/02/2018,TRUE,1,1,1,0,24,18-24,California,32502,Under 50k,Bachelors 
E911-EAF3,Bell Paolacci,Female,Some Travel,Technology,25,NY,White,1,Information Systems,Data Scientist,Divorced,3,FALSE,10/01/2022,FALSE,0,0,0,0,24,18-24,New York,26973,Under 50k,No Formal Qualifications
5D69-D350,Lyle Waby,Male,Frequent Traveller,Technology,7,IL,White,3,Information Systems,Data Scientist,Divorced,2,FALSE,23/09/2016,TRUE,4,4,4,3,24,18-24,Illinois,104649,Unknown,Bachelors 
6AD1-5EE8,Donetta Duberry,Female,Some Travel,Technology,12,CA,White,3,Information Systems,Data Scientist,Married,1,FALSE,4/10/2016,FALSE,6,6,6,6,24,18-24,California,47183,Under 50k,Bachelors 
B8A5-07A1,Ainsley Norheny,Female,Some Travel,Technology,27,IL,White,4,Other,Data Scientist,Married,0,FALSE,21/05/2016,FALSE,6,1,2,6,24,18-24,Illinois,33554,Under 50k,Masters 
EE91-1A9C,Harley Dalliwater,Male,Some Travel,Technology,22,IL,Black or African American,3,Information Systems,Data Scientist,Married,0,TRUE,27/10/2016,TRUE,5,3,3,2,25,25-31,Illinois,21350,Under 50k,Bachelors 
6CC9-81FC,Anatollo Dake,Male,No Travel ,Technology,43,CA,White,3,Computer Science,Data Scientist,Single,0,FALSE,15/03/2018,FALSE,4,4,4,2,25,25-31,California,33086,Under 50k,Bachelors 
A848-F98B,Scot Yakebovich,Male,Some Travel,Technology,37,CA,Black or African American,2,Computer Science,Data Scientist,Married,0,FALSE,26/01/2018,TRUE,2,1,1,1,25,25-31,California,38038,Under 50k,High School 
03C5-51AD,Maxie Banker,Female,Some Travel,Technology,1,IL,White,2,Computer Science,Data Scientist,Married,1,TRUE,6/12/2015,TRUE,7,4,6,2,25,25-31,Illinois,32354,Under 50k,High School 
FC47-1953,Barby Plaid,Female,Frequent Traveller,Technology,15,CA,Black or African American,4,Other,Data Scientist,Married,1,FALSE,21/04/2016,FALSE,6,1,1,3,25,25-31,California,31931,Under 50k,Masters 
83FD-F920,Yorgo Clappison,Male,Some Travel,Technology,41,CA,White,1,Computer Science,Data Scientist,Married,0,TRUE,10/01/2016,TRUE,4,3,3,1,25,25-31,California,28137,Under 50k,No Formal Qualifications
E442-1FEE,Nicoline Rippon,Female,Frequent Traveller,Technology,36,CA,American Indian or Alaska Native,2,Information Systems,Data Scientist,Single,0,FALSE,13/02/2017,FALSE,5,5,5,2,25,25-31,California,31698,Under 50k,High School 
4C99-E626,Friederike Wandrey,Female,No Travel ,Technology,11,CA,Black or African American,3,Computer Science,Data Scientist,Single,0,FALSE,14/05/2018,FALSE,4,0,0,3,25,25-31,California,96779,Unknown,Bachelors 
C520-6F2B,Jena Danzig,Female,Some Travel,Technology,34,CA,White,3,Information Systems,Data Scientist,Single,0,TRUE,14/07/2016,FALSE,6,1,3,1,25,25-31,California,45286,Under 50k,Bachelors 
EACC-D1F6,Garth Gove,Male,Some Travel,Technology,20,CA,White,3,Computer Science,Data Scientist,Married,2,TRUE,5/05/2017,TRUE,3,2,3,1,25,25-31,California,27673,Under 50k,Bachelors 
75CF-67E0,Andra Stickney,Female,No Travel ,Technology,12,NY,Black or African American,2,Information Systems,Data Scientist,Divorced,2,TRUE,6/03/2018,FALSE,4,1,3,4,25,25-31,New York,28926,Under 50k,High School 
8F78-4A32,Sigismundo Durtnel,Male,No Travel ,Technology,12,NY,Black or African American,3,Information Systems,Data Scientist,Single,0,FALSE,14/03/2015,FALSE,7,2,7,4,25,25-31,New York,31962,Under 50k,Bachelors 
0E79-8257,Noby Lifton,Male,Frequent Traveller,Technology,35,NY,White,2,Information Systems,Data Scientist,Single,0,FALSE,23/05/2016,FALSE,6,1,1,5,25,25-31,New York,28139,Under 50k,High School 
2546-1312,Carlos Galia,Male,Frequent Traveller,Technology,20,NY,American Indian or Alaska Native,3,Information Systems,Data Scientist,Single,0,FALSE,24/06/2017,FALSE,5,0,1,0,25,25-31,New York,61054,Unknown,Bachelors 
8EA4-9179,Cristian Dignum,Male,Some Travel,Technology,23,NY,Black or African American,3,Computer Science,Data Scientist,Single,0,FALSE,14/03/2015,FALSE,7,7,7,1,25,25-31,New York,24626,Under 50k,Bachelors 
7D2D-3831,Davon Swetland,Male,Some Travel,Technology,16,NY,Black or African American,3,Information Systems,Data Scientist,Divorced,1,FALSE,12/12/2017,FALSE,5,1,3,3,25,25-31,New York,37742,Under 50k,Bachelors 
63B8-CCC0,Rafaela Hadigate,Female,Some Travel,Technology,34,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,5/02/2016,FALSE,6,5,5,0,25,25-31,California,37053,Under 50k,Bachelors 
503B-AACE,Cherilynn Swafford,Female,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Single,0,FALSE,26/07/2018,FALSE,4,0,3,0,25,25-31,California,23198,Under 50k,Bachelors 
7623-9AF1,Sosanna Armstrong,Female,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,1,FALSE,29/06/2017,FALSE,5,0,0,2,26,25-31,California,46809,Under 50k,Bachelors 
184D-06FF,Waly McCoish,Female,Some Travel,Technology,24,CA,White,4,Computer Science,Data Scientist,Divorced,1,FALSE,25/07/2017,FALSE,5,3,4,0,26,25-31,California,35757,Under 50k,Masters 
B122-D3D2,Gigi Wrack,Female,Some Travel,Technology,21,CA,White,2,Other,Data Scientist,Married,1,FALSE,30/01/2017,FALSE,5,5,5,0,26,25-31,California,89366,Unknown,High School 
C251-2A18,Honor Jesson,Non-Binary,Some Travel,Technology,28,CA,White,4,Computer Science,Data Scientist,Single,0,FALSE,7/08/2015,FALSE,7,7,7,1,26,25-31,California,29791,Under 50k,Masters 
B967-D6D3,Kimmy O'Logan,Female,No Travel ,Technology,21,CA,White,3,Computer Science,Data Scientist,Married,1,FALSE,4/05/2016,FALSE,6,0,5,3,26,25-31,California,26919,Under 50k,Bachelors 
55B1-3712,Katine Fielder,Female,Some Travel,Technology,36,CA,White,4,Information Systems,Data Scientist,Married,1,TRUE,15/10/2016,FALSE,6,4,5,6,26,25-31,California,22162,Under 50k,Masters 
FC24-43F6,Stevana Djorvic,Female,Some Travel,Technology,33,CA,Black or African American,3,Computer Science,Data Scientist,Married,0,FALSE,21/10/2017,FALSE,5,5,5,0,26,25-31,California,34805,Under 50k,Bachelors 
EB8F-204D,Ingram Franciskiewicz,Male,Some Travel,Technology,5,CA,White,3,Other,Data Scientist,Divorced,1,FALSE,13/01/2016,TRUE,1,0,0,0,26,25-31,California,49045,Under 50k,Bachelors 
B8C3-5E0A,Joyous Muggleston,Female,Some Travel,Technology,18,CA,White,3,Computer Science,Data Scientist,Divorced,2,FALSE,14/05/2017,FALSE,5,5,5,0,26,25-31,California,26414,Under 50k,Bachelors 
596B-33F4,Shell McPeck,Male,Some Travel,Technology,2,IL,White,3,Computer Science,Data Scientist,Divorced,1,TRUE,1/09/2016,TRUE,5,1,3,0,26,25-31,Illinois,30207,Under 50k,Bachelors 
5605-237E,Linell Lack,Female,Some Travel,Technology,7,NY,Black or African American,3,Computer Science,Data Scientist,Married,1,TRUE,3/12/2015,FALSE,7,4,4,2,26,25-31,New York,34047,Under 50k,Bachelors 
291F-B604,Sebastien Lanmeid,Male,Some Travel,Technology,3,NY,Black or African American,4,Information Systems,Data Scientist,Divorced,1,TRUE,22/10/2016,TRUE,0,0,0,0,26,25-31,New York,28952,Under 50k,Masters 
D383-714B,Lindsey Hedley,Male,Frequent Traveller,Technology,12,IL,White,3,Other,Data Scientist,Married,1,FALSE,22/04/2017,FALSE,5,1,3,1,26,25-31,Illinois,29449,Under 50k,Bachelors 
41EC-F2AA,Antoinette Dreamer,Female,Frequent Traveller,Technology,42,CA,Asian or Asian American,1,Computer Science,Data Scientist,Married,1,FALSE,4/05/2015,FALSE,7,4,5,2,26,25-31,California,56966,Unknown,No Formal Qualifications
04D7-C8F3,Scarlett Elstob,Female,Some Travel,Technology,27,CA,White,2,Computer Science,Data Scientist,Married,1,FALSE,26/10/2015,FALSE,7,7,7,2,26,25-31,California,42052,Under 50k,High School 
541F-3E19,Dot Aherne,Female,Some Travel,Technology,30,CA,White,1,Information Systems,Data Scientist,Single,0,TRUE,2/04/2014,TRUE,1,0,0,1,27,25-31,California,49374,Under 50k,No Formal Qualifications
411F-6325,Fabio Metham,Male,Frequent Traveller,Technology,45,CA,White,2,Information Systems,Data Scientist,Single,0,FALSE,17/06/2016,FALSE,6,4,4,4,27,25-31,California,34579,Under 50k,High School 
ADF8-AD57,Trip Bennell,Male,Some Travel,Technology,28,CA,White,3,Computer Science,Data Scientist,Single,0,FALSE,16/08/2016,TRUE,0,0,0,0,27,25-31,California,20387,Under 50k,Bachelors 
CE90-763C,Carly Mushawe,Female,Frequent Traveller,Technology,40,CA,Black or African American,3,Information Systems,Data Scientist,Married,1,FALSE,2/08/2015,FALSE,7,1,3,6,27,25-31,California,31672,Under 50k,Bachelors 
296A-A685,Dina Paice,Female,No Travel ,Technology,34,CA,Asian or Asian American,2,Business Studies,Data Scientist,Single,0,FALSE,3/02/2015,FALSE,7,7,7,2,27,25-31,California,30783,Under 50k,High School 
9360-3A68,Cathyleen Hallin,Female,No Travel ,Technology,12,IL,White,3,Information Systems,Data Scientist,Single,0,FALSE,12/11/2015,FALSE,7,6,6,6,27,25-31,Illinois,41524,Under 50k,Bachelors 
C7C8-43D9,Rebecka Leat,Female,Some Travel,Technology,25,NY,Asian or Asian American,4,Information Systems,Data Scientist,Divorced,3,FALSE,17/04/2016,FALSE,6,5,5,6,27,25-31,New York,24571,Under 50k,Masters 
F20A-F424,Basia Goodswen,Female,Frequent Traveller,Technology,4,NY,White,3,Other,Data Scientist,Married,1,FALSE,9/02/2016,FALSE,6,6,6,5,27,25-31,New York,27550,Under 50k,Bachelors 
8CF6-3079,Jaquenetta Corkel,Female,Some Travel,Technology,1,NY,Black or African American,4,Computer Science,Data Scientist,Divorced,1,TRUE,16/07/2013,TRUE,1,0,0,0,27,25-31,New York,40050,Under 50k,Masters 
